signal_date,code,announcement_summary,event_summary
2026-04-27,920781,瑞奇智造:成都瑞奇智造科技股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告 | 瑞奇智造:董事会审计委员会对会计师事务所履行监督职责情况的报告 | 瑞奇智造:开源证券股份有限公司关于成都瑞奇智造科技股份有限公司2025年募集资金存放、管理和实际使用情况的专项核查报告,保荐/核查意见 | 其他 | 召开股东大会通知 | 瑞奇智造:成都瑞奇智造科技股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告 | 瑞奇智造:董事会审计委员会对会计师事务所履行监督职责情况的报告 | 瑞奇智造:开源证券股份有限公司关于成都瑞奇智造科技股份有限公司2025年募集资金存放、管理和实际使用情况的专项核查报告
2026-04-27,920790,联迪信息:2026年一季度报告 | 联迪信息:第四届董事会第四次会议决议公告,一季度报告全文 | 董事会决议公告 | 联迪信息:2026年一季度报告 | 联迪信息:第四届董事会第四次会议决议公告
2026-04-27,920799,艾融软件:2025年度独立董事述职报告(何长青) | 艾融软件:拟续聘2026年度会计师事务所公告 | 艾融软件:2025年度社会责任报告,独立董事述职报告 | 审计机构变更 | 社会责任报告 | 艾融软件:2025年度独立董事述职报告(何长青) | 艾融软件:拟续聘2026年度会计师事务所公告 | 艾融软件:2025年度社会责任报告
2026-04-27,920802,保丽洁:华泰联合证券有限责任公司关于江苏保丽洁环境科技股份有限公司2025年度持续督导跟踪报告 | 保丽洁:华泰联合证券有限责任公司关于江苏保丽洁环境科技股份有限公司2025年度现场核查报告 | 保丽洁:2026年一季度报告,保荐/核查意见 | 一季度报告全文 | 董事会决议公告 | 保丽洁:华泰联合证券有限责任公司关于江苏保丽洁环境科技股份有限公司2025年度持续督导跟踪报告 | 保丽洁:华泰联合证券有限责任公司关于江苏保丽洁环境科技股份有限公司2025年度现场核查报告 | 保丽洁:2026年一季度报告
2026-04-27,920806,云星宇:第四届董事会第十九次会议决议公告 | 云星宇:使用闲置募集资金进行现金管理公告 | 云星宇:第一创业证券承销保荐有限责任公司关于北京云星宇交通科技股份有限公司预计2026年日常性关联交易的核查意见,分配预案 | 投资理财 | 保荐/核查意见 | 云星宇:第四届董事会第十九次会议决议公告 | 云星宇:使用闲置募集资金进行现金管理公告 | 云星宇:第一创业证券承销保荐有限责任公司关于北京云星宇交通科技股份有限公司预计2026年日常性关联交易的核查意见
2026-04-27,920807,奔朗新材:2025年年度报告摘要 | 奔朗新材:第六届董事会第十一次会议决议公告 | 奔朗新材:2025年度募集资金存放、管理与实际使用情况的专项报告,年度报告摘要 | 分配预案 | 募集资金使用情况报告 | 奔朗新材:2025年年度报告摘要 | 奔朗新材:第六届董事会第十一次会议决议公告 | 奔朗新材:2025年度募集资金存放、管理与实际使用情况的专项报告
2026-04-27,920826,盖世食品:2025年年度报告业绩说明会预告公告,其他 | 盖世食品:2025年年度报告业绩说明会预告公告
2026-04-27,920833,美心翼申:前十大股东和前十大无限售条件股东情况公告,其他 | 美心翼申:前十大股东和前十大无限售条件股东情况公告
2026-04-27,920837,华原股份:第五届董事会第十二次会议决议公告 | 华原股份:2026年一季度报告,董事会决议公告 | 一季度报告全文 | 华原股份:第五届董事会第十二次会议决议公告 | 华原股份:2026年一季度报告
2026-04-27,920839,万通液压:2026年一季度报告 | 万通液压:关于召开2026年第二次临时股东会通知公告(提供网络投票) | 万通液压:独立董事候选人声明与承诺(王月虎),一季度报告全文 | 召开股东大会通知 | 独立董事候选人声明 | 万通液压:2026年一季度报告 | 万通液压:关于召开2026年第二次临时股东会通知公告(提供网络投票) | 万通液压:独立董事候选人声明与承诺(王月虎)
2026-04-27,920855,浙江大农:东亚前海证券有限责任公司关于浙江大农实业股份有限公司向不特定合格投资者公开发行股票之保荐工作总结报告书,保荐/核查意见 | 浙江大农:东亚前海证券有限责任公司关于浙江大农实业股份有限公司向不特定合格投资者公开发行股票之保荐工作总结报告书
2026-04-27,920857,泓禧科技:审计委员会对会计师事务所履行监督职责情况报告 | 泓禧科技:2025年年度独立董事述职报告(叶明已离任) | 泓禧科技:2025年年度董事会工作报告,其他 | 独立董事述职报告 | 关联交易 | 泓禧科技:审计委员会对会计师事务所履行监督职责情况报告 | 泓禧科技:2025年年度独立董事述职报告(叶明已离任) | 泓禧科技:2025年年度董事会工作报告
2026-04-27,920879,基康技术:第五届董事会第二次会议决议公告 | 基康技术:2026年一季度报告,董事会决议公告 | 一季度报告全文 | 基康技术:第五届董事会第二次会议决议公告 | 基康技术:2026年一季度报告
2026-04-27,920906,舜宇精工:董事会审计委员会对会计师事务所2025年度履行监督职责情况报告 | 舜宇精工:中汇会计师事务所(特殊普通合伙)关于宁波舜宇精工股份有限公司非经营性资金占用及其他关联资金往来情况的专项说明 | 舜宇精工:2025年年度权益分派预案公告,其他 | 专项说明/独立意见 | 分配预案 | 舜宇精工:董事会审计委员会对会计师事务所2025年度履行监督职责情况报告 | 舜宇精工:中汇会计师事务所(特殊普通合伙)关于宁波舜宇精工股份有限公司非经营性资金占用及其他关联资金往来情况的专项说明 | 舜宇精工:2025年年度权益分派预案公告
2026-04-27,920914,远航精密:投资者关系活动记录表,调研活动 | 远航精密:投资者关系活动记录表
2026-04-27,920924,广脉科技:第四届董事会第十二次会议决议公告 | 广脉科技:2026年一季度报告,董事会决议公告 | 一季度报告全文 | 广脉科技:第四届董事会第十二次会议决议公告 | 广脉科技:2026年一季度报告
2026-04-27,920926,鸿智科技:2025年度独立董事述职报告(陈洲) | 鸿智科技:国泰海通证券股份有限公司关于广东鸿智智能科技股份有限公司2025年度持续督导工作现场检查报告 | 鸿智科技:2025年年度报告,独立董事述职报告 | 保荐/核查意见 | 年度报告全文 | 鸿智科技:2025年度独立董事述职报告(陈洲) | 鸿智科技:国泰海通证券股份有限公司关于广东鸿智智能科技股份有限公司2025年度持续督导工作现场检查报告 | 鸿智科技:2025年年度报告
2026-04-27,920932,科达自控:关于营业收入扣除事项的专项核查意见 | 科达自控:投资者说明会预告公告 | 科达自控:董事会关于独立董事独立性自查情况的专项报告,保荐/核查意见 | 其他 | 自查报告 | 科达自控:关于营业收入扣除事项的专项核查意见 | 科达自控:投资者说明会预告公告 | 科达自控:董事会关于独立董事独立性自查情况的专项报告
2026-04-27,920942,恒立钻具:第四届董事会第八次会议决议公告 | 恒立钻具:长江证券承销保荐有限公司关于武汉恒立工程钻具股份有限公司向不特定合格投资者公开发行股票之保荐工作总结报告书 | 恒立钻具:董事、高级管理人员薪酬管理制度,分配预案 | 保荐/核查意见 | 管理办法/制度 | 恒立钻具:第四届董事会第八次会议决议公告 | 恒立钻具:长江证券承销保荐有限公司关于武汉恒立工程钻具股份有限公司向不特定合格投资者公开发行股票之保荐工作总结报告书 | 恒立钻具:董事、高级管理人员薪酬管理制度
2026-04-27,920943,优机股份:员工持股平台的减持结果公告,股东/实际控制人股份减持 | 优机股份:员工持股平台的减持结果公告
2026-04-27,920950,迅安科技:光大证券股份有限公司关于常州迅安科技股份有限公司的2025年度持续督导跟踪报告,保荐/核查意见 | 迅安科技:光大证券股份有限公司关于常州迅安科技股份有限公司的2025年度持续督导跟踪报告
2026-04-27,920957,汉维科技:2026年一季度报告 | 汉维科技:第四届董事会第十八次会议决议公告,一季度报告全文 | 董事会决议公告 | 汉维科技:2026年一季度报告 | 汉维科技:第四届董事会第十八次会议决议公告
2026-04-27,920961,创远信科:投资者关系活动记录表 | 创远信科:关于公司收到违规处理的公告,调研活动 | 违法违规 | 创远信科:投资者关系活动记录表 | 创远信科:关于公司收到违规处理的公告
2026-04-27,920964,润农节水:第四届董事会第二十二次会议决议公告 | 润农节水:2026年一季度报告,董事会决议公告 | 一季度报告全文 | 润农节水:第四届董事会第二十二次会议决议公告 | 润农节水:2026年一季度报告
2026-04-27,920970,大禹生物:董事会关于独立董事独立性自查情况的专项报告 | 大禹生物:2025年度独立董事述职报告(王晓亮) | 大禹生物:2025年年度报告,自查报告 | 独立董事述职报告 | 年度报告全文 | 大禹生物:董事会关于独立董事独立性自查情况的专项报告 | 大禹生物:2025年度独立董事述职报告(王晓亮) | 大禹生物:2025年年度报告
2026-04-27,920974,凯大催化:第四届董事会第十八次会议决议公告 | 凯大催化:关于拟出售全资子公司股权的公告,董事会决议公告 | 收购出售资产/股权 | 凯大催化:第四届董事会第十八次会议决议公告 | 凯大催化:关于拟出售全资子公司股权的公告
2026-04-27,920976,视声智能:第三届董事会第二十三次会议决议公告 | 视声智能:关于使用闲置自有资金进行现金管理的进展公告 | 视声智能:2026年一季度报告,董事会决议公告 | 投资理财 | 一季度报告全文 | 视声智能:第三届董事会第二十三次会议决议公告 | 视声智能:关于使用闲置自有资金进行现金管理的进展公告 | 视声智能:2026年一季度报告
2026-04-27,920981,晶赛科技:关于投资者关系活动记录表的公告,调研活动 | 晶赛科技:关于投资者关系活动记录表的公告
2026-04-27,920992,中科美菱:关于使用自有闲置资金购买理财产品的进展公告,投资理财 | 中科美菱:关于使用自有闲置资金购买理财产品的进展公告
